element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential,template_model,scenario
Element_21,80,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Wall structure,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Sheathing,C2-C4: End-of-life,1355.6928,-24.2088,0,0,6.142983,0.3116883,121.95183,2.45E-10,STR3_ENCO9_ENCT1_ENCR1,default
Element_22,81,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,C2-C4: End-of-life,1372.8512,-24.5152,0,0,6.220732,0.3156332,123.49532,2.48E-10,STR3_ENCO9_ENCT1_ENCR1,default
Element_23,82,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,C2-C4: End-of-life,22.8032,0,0,0,0.103327,0.0052427,2.05127,4.12E-12,STR3_ENCO9_ENCT1_ENCR1,default
Element_24,83,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",Thermal break,C2-C4: End-of-life,1.152,-0.0192,0,0,0.017856,0.0068256,0.14976,2.08E-13,STR3_ENCO9_ENCT1_ENCR1,default
Element_25,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Double pane IGU,C2-C4: End-of-life,1583.3664,-28.2744,0,0,7.174629,0.3640329,142.43229,2.86E-10,STR3_ENCO9_ENCT1_ENCR1,default
Element_26,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,C2-C4: End-of-life,485.1392,-8.6632,0,0,7.526155,2.869685,63.13307,8.76E-11,STR3_ENCO9_ENCT1_ENCR1,default
Element_27,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,C2-C4: End-of-life,437.024,-7.804,0,0,6.779725,2.585075,56.87165,7.89E-11,STR3_ENCO9_ENCT1_ENCR1,default
Element_0,26,Commercial,21-04 50 20,Services,Electrical,Electrical Service and Distribution,OP1,Operational energy,Operational energy,,,TM,,B6: Operational Energy,6546607,0,0,0,20301,1281,245352,9.50E-06,STR3_ENCO9_ENCT1_ENCR1,default
Element_0,26,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",201466,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A1-A3: Product,34567.92793,-546.5734301,0,0,88.13512955,6.4267654,1954.173863,6.21E-09,STR3_ENCO9_ENCT1_ENCR1,default
Element_1,27,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Column foundation,Steel reinforcement,"Steel, reinforcing rod",15043,Calculated from takeoff from Revit,"Steel, reinforcing rod",A1-A3: Product,28732.13,-150.43,0,0,120.94572,3.640406,1433.5979,-0.00012952,STR3_ENCO9_ENCT1_ENCR1,default
Element_2,28,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A1-A3: Product,53118.68139,-839.8900839,0,0,135.432528,9.8756658,3002.874196,9.54E-09,STR3_ENCO9_ENCT1_ENCR1,default
Element_3,29,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",A1-A3: Product,44149.65,-231.15,0,0,185.8446,5.59383,2202.8595,-0.00019902,STR3_ENCO9_ENCT1_ENCR1,default
Element_4,30,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR3,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A1-A3: Product,91936.17932,-1453.655915,0,0,234.4024522,17.0924985,5197.282263,1.65E-08,STR3_ENCO9_ENCT1_ENCR1,default
Element_5,31,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR3,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A1-A3: Product,9434.62,-36.01,0,0,28.41189,1.026285,367.302,-4.39E-05,STR3_ENCO9_ENCT1_ENCR1,default
Element_6,32,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",1607445,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A1-A3: Product,521308.2407,-6295.854112,0,0,2164.018009,88.730964,29625.42836,8.87E-08,STR3_ENCO9_ENCT1_ENCR1,default
Element_7,33,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Cross laminated timber,CLT (Cross laminated timber),775305,Calculated from takeoff from Revit,CLT (Cross laminated timber),A1-A3: Product,287638.155,-1404077.355,0,1215678.24,2868.6285,168.241185,38067.4755,0.04806891,STR3_ENCO9_ENCT1_ENCR1,default
Element_8,34,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",10802,Calculated from takeoff from Revit,"Steel, welded wire mesh",A1-A3: Product,28301.24,-108.02,0,0,85.22778,3.07857,1101.804,-0.000131784,STR3_ENCO9_ENCT1_ENCR1,default
Element_9,35,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural framing: beams,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",54158,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A1-A3: Product,20092.618,-98080.138,0,84919.744,200.3846,11.752286,2659.1578,0.003357796,STR3_ENCO9_ENCT1_ENCR1,default
Element_10,36,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural framing: girders,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",227907,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A1-A3: Product,84553.497,-412739.577,0,357358.176,843.2559,49.455819,11190.2337,0.014130234,STR3_ENCO9_ENCT1_ENCR1,default
Element_11,37,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural columns,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",136704,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A1-A3: Product,50717.184,-247570.944,0,214351.872,505.8048,29.664768,6712.1664,0.008475648,STR3_ENCO9_ENCT1_ENCR1,default
Element_12,38,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A1-A3: Product,186623.0472,-3042.538947,0,0,470.0876152,34.4404462,10327.61727,3.31E-08,STR3_ENCO9_ENCT1_ENCR1,default
Element_13,39,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",A1-A3: Product,124659.97,-652.67,0,0,524.74668,15.794614,6219.9451,-0.000561949,STR3_ENCO9_ENCT1_ENCR1,default
Element_14,73,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Insulation,"Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette","3.5"" Mineral wool insulation",A1-A3: Product,12632.66,-669.28,0,0,92.8626,2.25882,477.6986,0.000324601,STR3_ENCO9_ENCT1_ENCR1,default
Element_15,74,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A1-A3: Product,36688.75,-299.5,0,0,142.41225,6.454225,1991.675,0.000465723,STR3_ENCO9_ENCT1_ENCR1,default
Element_16,75,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Exterior finish,"Tulipwood lumber, 1 inch",25945,"Kaleidoscope Calculator, Payette","6"" x 1' Tulipwood/Poplar lumber",A1-A3: Product,12427.655,-44080.555,0,41512,55.26285,4.955495,1901.7685,7.68E-09,STR3_ENCO9_ENCT1_ENCR1,default
Element_17,76,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Exterior finish,"Wood stain, water based",208,"Kaleidoscope Calculator, Payette",Water based stain,A1-A3: Product,247.52,2.08,0,0,0.49088,0.03848,14.7888,3.74E-09,STR3_ENCO9_ENCT1_ENCR1,default
Element_18,77,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Support,"Aluminum extrusion, AEC - EPD",2717,"Kaleidoscope Calculator, Payette",Aluminum extrusion,A1-A3: Product,20404.67,-217.36,0,0,126.3405,2.79851,1241.669,2.42E-06,STR3_ENCO9_ENCT1_ENCR1,default
Element_19,78,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Support,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Galvanized steel support system,A1-A3: Product,10420.62,-201.95,0,0,55.3343,2.378971,807.8,0.00023507,STR3_ENCO9_ENCT1_ENCR1,default
Element_20,79,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,AVB,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",AVB membrane,A1-A3: Product,5207.225,26.876,0,0,24.1884,1.330362,331.9186,9.54E-08,STR3_ENCO9_ENCT1_ENCR1,default
Element_21,80,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Wall structure,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Sheathing,A1-A3: Product,14313.453,-605.22,0,0,58.70634,5.689068,705.0813,0.000587063,STR3_ENCO9_ENCT1_ENCR1,default
Element_22,81,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A1-A3: Product,7477.136,0,0,0,6.74168,0.4780464,166.09048,8.09E-10,STR3_ENCO9_ENCT1_ENCR1,default
Element_23,82,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,A1-A3: Product,1221.6,25.45,0,0,4.6319,0.241775,88.057,6.82E-10,STR3_ENCO9_ENCT1_ENCR1,default
Element_24,83,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",Thermal break,A1-A3: Product,248.64,0.96,0,0,0.42816,0.031008,202.56,1.40E-10,STR3_ENCO9_ENCT1_ENCR1,default
Element_25,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Double pane IGU,A1-A3: Product,47359.62,0,0,0,378.1701,15.975036,4594.59,1.99E-08,STR3_ENCO9_ENCT1_ENCR1,default
Element_26,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,A1-A3: Product,34869.38,-433.16,0,0,90.09728,7.092995,1277.822,8.52E-09,STR3_ENCO9_ENCT1_ENCR1,default
Element_27,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,A1-A3: Product,29069.9,-1073.05,0,0,106.3295,7.657675,1248.64,0.0013657,STR3_ENCO9_ENCT1_ENCR1,default
Element_0,26,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",201466,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR3_ENCO9_ENCT1_ENCR1,default
Element_1,27,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Column foundation,Steel reinforcement,"Steel, reinforcing rod",15043,Calculated from takeoff from Revit,"Steel, reinforcing rod",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR3_ENCO9_ENCT1_ENCR1,default
Element_2,28,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR3_ENCO9_ENCT1_ENCR1,default
Element_3,29,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR3_ENCO9_ENCT1_ENCR1,default
Element_4,30,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR3,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR3_ENCO9_ENCT1_ENCR1,default
Element_5,31,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR3,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR3_ENCO9_ENCT1_ENCR1,default
Element_6,32,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",1607445,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR3_ENCO9_ENCT1_ENCR1,default
Element_7,33,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Cross laminated timber,CLT (Cross laminated timber),775305,Calculated from takeoff from Revit,CLT (Cross laminated timber),B2-B5: Replacement,0,0,0,0,0,0,0,0,STR3_ENCO9_ENCT1_ENCR1,default
Element_8,34,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",10802,Calculated from takeoff from Revit,"Steel, welded wire mesh",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR3_ENCO9_ENCT1_ENCR1,default
Element_9,35,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural framing: beams,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",54158,Calculated from takeoff from Revit,Glue laminated timber (Glulam),B2-B5: Replacement,0,0,0,0,0,0,0,0,STR3_ENCO9_ENCT1_ENCR1,default
Element_10,36,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural framing: girders,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",227907,Calculated from takeoff from Revit,Glue laminated timber (Glulam),B2-B5: Replacement,0,0,0,0,0,0,0,0,STR3_ENCO9_ENCT1_ENCR1,default
Element_11,37,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural columns,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",136704,Calculated from takeoff from Revit,Glue laminated timber (Glulam),B2-B5: Replacement,0,0,0,0,0,0,0,0,STR3_ENCO9_ENCT1_ENCR1,default
Element_12,38,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR3_ENCO9_ENCT1_ENCR1,default
Element_13,39,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR3_ENCO9_ENCT1_ENCR1,default
Element_14,73,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Insulation,"Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette","3.5"" Mineral wool insulation",B2-B5: Replacement,14547.65238,-743.57008,0,0,105.2397107,2.650814281,601.7839634,0.000358508,STR3_ENCO9_ENCT1_ENCR1,default
Element_15,74,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",B2-B5: Replacement,38808.90608,-308.7472123,0,0,151.882748,6.95059145,2217.429254,0.000485771,STR3_ENCO9_ENCT1_ENCR1,default
Element_16,75,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Exterior finish,"Tulipwood lumber, 1 inch",25945,"Kaleidoscope Calculator, Payette","6"" x 1' Tulipwood/Poplar lumber",B2-B5: Replacement,30164.52368,-48488.6105,0,45663.2,128.5950219,11.48025823,2659.659054,1.00E-05,STR3_ENCO9_ENCT1_ENCR1,default
Element_17,76,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Exterior finish,"Wood stain, water based",208,"Kaleidoscope Calculator, Payette",Water based stain,B2-B5: Replacement,309.5619785,2.21936,0,0,0.771719822,0.075823003,22.24549963,2.06E-07,STR3_ENCO9_ENCT1_ENCR1,default
Element_18,77,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Support,"Aluminum extrusion, AEC - EPD",2717,"Kaleidoscope Calculator, Payette",Aluminum extrusion,B2-B5: Replacement,22901.46944,-239.215548,0,0,141.3010573,3.213834831,1440.103675,5.38E-06,STR3_ENCO9_ENCT1_ENCR1,default
Element_19,78,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Support,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Galvanized steel support system,B2-B5: Replacement,11811.8975,-223.03358,0,0,62.61796718,2.716884511,941.4142262,0.000260327,STR3_ENCO9_ENCT1_ENCR1,default
Element_20,79,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,AVB,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",AVB membrane,B2-B5: Replacement,6251.369627,23.65088,0,0,29.08960023,1.596808242,426.4018618,1.27E-06,STR3_ENCO9_ENCT1_ENCR1,default
Element_21,80,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Wall structure,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Sheathing,B2-B5: Replacement,18925.01093,-723.84312,0,0,79.20051682,7.170591142,1099.434868,0.000680595,STR3_ENCO9_ENCT1_ENCR1,default
Element_22,81,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,B2-B5: Replacement,11094.43897,-28.19248,0,0,19.58909049,1.18586668,483.2479972,5.54E-06,STR3_ENCO9_ENCT1_ENCR1,default
Element_23,82,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,B2-B5: Replacement,1450.41013,27.995,0,0,5.62526005,0.296015907,112.4821374,4.94E-07,STR3_ENCO9_ENCT1_ENCR1,default
Element_24,83,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Rainscreen: wood,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",Thermal break,B2-B5: Replacement,281.4951111,0.98784,0,0,0.566428346,0.045448454,215.9929934,1.16E-07,STR3_ENCO9_ENCT1_ENCR1,default
Element_25,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Double pane IGU,B2-B5: Replacement,114093.0669,-57.114288,0,0,856.1575494,37.54098899,12063.62342,9.21E-05,STR3_ENCO9_ENCT1_ENCR1,default
Element_26,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,B2-B5: Replacement,122945.1926,-1524.29004,0,0,341.7647726,34.66080811,4785.554152,5.90E-06,STR3_ENCO9_ENCT1_ENCR1,default
Element_27,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,B2-B5: Replacement,103071.6933,-3728.9463,0,0,396.7262585,35.71662105,4712.538644,0.004719356,STR3_ENCO9_ENCT1_ENCR1,default
Element_0,26,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",201466,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A4: Transportation,731.4567717,0,0,0,3.735098409,0.217880741,119.8344073,4.42E-06,STR3_ENCO9_ENCT1_ENCR1,default
Element_1,27,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Column foundation,Steel reinforcement,"Steel, reinforcing rod",15043,Calculated from takeoff from Revit,"Steel, reinforcing rod",A4: Transportation,980.8156458,0,0,0,5.008420319,0.292157852,160.6868186,5.93E-06,STR3_ENCO9_ENCT1_ENCR1,default
Element_2,28,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A4: Transportation,1123.990402,0,0,0,5.739525457,0.334805652,184.1431084,6.79E-06,STR3_ENCO9_ENCT1_ENCR1,default
Element_3,29,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR3,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",A4: Transportation,1507.11651,0,0,0,7.695914091,0.448928322,246.9105771,9.11E-06,STR3_ENCO9_ENCT1_ENCR1,default
Element_4,30,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR3,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A4: Transportation,1945.368003,0,0,0,9.933794059,0.57947132,318.7092261,1.18E-05,STR3_ENCO9_ENCT1_ENCR1,default
Element_5,31,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR3,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A4: Transportation,234.7880835,0,0,0,1.198917873,0.069936876,38.46528177,1.42E-06,STR3_ENCO9_ENCT1_ENCR1,default
Element_6,32,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",1607445,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A4: Transportation,5836.10401,0,0,0,29.80138218,1.73841396,956.1276782,3.53E-05,STR3_ENCO9_ENCT1_ENCR1,default
Element_7,33,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Cross laminated timber,CLT (Cross laminated timber),775305,Calculated from takeoff from Revit,CLT (Cross laminated timber),A4: Transportation,54890.10951,0,0,0,280.2899209,16.35024539,8992.634962,0.000331676,STR3_ENCO9_ENCT1_ENCR1,default
Element_8,34,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",10802,Calculated from takeoff from Revit,"Steel, welded wire mesh",A4: Transportation,704.2990498,0,0,0,3.59642068,0.209791206,115.3851635,4.26E-06,STR3_ENCO9_ENCT1_ENCR1,default
Element_9,35,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural framing: beams,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",54158,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A4: Transportation,3834.282703,0,0,0,19.57931593,1.142126762,628.1697194,2.32E-05,STR3_ENCO9_ENCT1_ENCR1,default
Element_10,36,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural framing: girders,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",227907,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A4: Transportation,16135.37922,0,0,0,82.39342581,4.806283172,2643.455745,9.75E-05,STR3_ENCO9_ENCT1_ENCR1,default
Element_11,37,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural columns,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",136704,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A4: Transportation,9678.38145,0,0,0,49.4215223,2.882922134,1585.607174,5.85E-05,STR3_ENCO9_ENCT1_ENCR1,default
Element_12,38,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A4: Transportation,3173.653061,0,0,0,16.20588797,0.945343465,519.9389058,1.92E-05,STR3_ENCO9_ENCT1_ENCR1,default
