Revit model,Revit design option,Revit general category,Revit category,Revit type,Revit family name,Revit material name,Revit building element,Thickness of material (m),Total instance count,Cumulative material volume (m3),Cumulative material area (m2),Cumulative instance volume (m3),Cumulative instance area (m2),Cumulative instance length (m),Cumulative instance perimeter (m),Tally Entry Division,Tally Entry Category,Tally Entry Name,Tally Entry Description,Material Group,Material Name,Life Cycle Stage,Service Life,Acidification Potential Total (kgSO2eq),Eutrophication Potential Total (kgNeq),Global Warming Potential Total (kgCO2eq),Ozone Depletion Potential Total (CFC-11eq),Smog Formation Potential Total (kgO3eq),Primary Energy Demand Total (MJ),Non-renewable Energy Demand Total (MJ),Renewable Energy Demand Total (MJ),Mass Total (kg)
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Steel, sheet",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Steel, sheet",[C2-C4] End of Life,60,0.024667926,0.001252469,5.327763408,9.79E-13,0.488908122,91.55106573,85.19335283,6.027111827,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Steel, sheet",[D] Module D,60,-15.44924234,-0.628142034,-7883.563993,5.58E-05,-219.341095,-68663.2993,-73749.46961,5079.812605,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Fasteners, stainless steel",[A1-A3] Product,60,119.8306487,13.89771435,8913.023454,0.000582648,618.9599621,142443.3193,124947.3843,17660.99092,1650.559899
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Fasteners, stainless steel",[A4] Transportation,60,0.418009246,0.034035535,90.21069105,3.09E-12,13.81247944,1311.855104,1280.463106,31.72244081,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Fasteners, stainless steel",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Fasteners, stainless steel",[C2-C4] End of Life,60,0.006717779,0.000340015,1.450842151,2.67E-13,0.133200184,24.92345447,23.27289457,1.642307099,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Fasteners, stainless steel",[D] Module D,60,-43.90489331,-1.317146799,-5265.286077,-3.20E-05,-493.5174098,-69323.51575,-66847.6759,-2459.334249,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Sheathing,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,Fiberglass mat gypsum sheathing,Gypsum sheathing board with fiberglass mat laminated on both sides. User to select from standard thicknesses.,Plaster,Fiberglass mat gypsum sheathing board,[A1-A3] Product,60,35.65959636,3.455672225,8326.699563,0.000356596,428.282781,153850.9389,132528.7061,21506.04523,18381.23524
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Sheathing,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,Fiberglass mat gypsum sheathing,Gypsum sheathing board with fiberglass mat laminated on both sides. User to select from standard thicknesses.,Plaster,Fiberglass mat gypsum sheathing board,[A4] Transportation,60,0.799877833,0.065128393,172.6218564,5.91E-12,26.43074577,2510.288534,2450.218657,60.70219125,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Sheathing,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,Fiberglass mat gypsum sheathing,Gypsum sheathing board with fiberglass mat laminated on both sides. User to select from standard thicknesses.,Plaster,Fiberglass mat gypsum sheathing board,[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Sheathing,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,Fiberglass mat gypsum sheathing,Gypsum sheathing board with fiberglass mat laminated on both sides. User to select from standard thicknesses.,Plaster,Fiberglass mat gypsum sheathing board,[C2-C4] End of Life,60,3.731390753,0.189326723,808.7743504,1.49E-10,74.07637801,13859.45137,12958.77084,913.5473913,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Sheathing,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,Fiberglass mat gypsum sheathing,Gypsum sheathing board with fiberglass mat laminated on both sides. User to select from standard thicknesses.,Plaster,Fiberglass mat gypsum sheathing board,[D] Module D,60,0,0,0,0,0,0,0,0,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0.1016,4,0,0,256.0712389,1875.636249,148.7424,448.6656,05 - Metals,Steel,"Steel, C-stud metal framing with insulation","Cold-formed steel C-Studs with insulation. User to select steel type, steel section, insulation type, and insulation thickness.",Metal,Cold formed structural steel,[A1-A3] Product,60,67.85635336,3.075298454,17338.68966,0.000221907,948.9900102,211917.3181,207636.1601,4587.97426,7135.263235
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0.1016,4,0,0,256.0712389,1875.636249,148.7424,448.6656,05 - Metals,Steel,"Steel, C-stud metal framing with insulation","Cold-formed steel C-Studs with insulation. User to select steel type, steel section, insulation type, and insulation thickness.",Metal,Cold formed structural steel,[A4] Transportation,60,0.778050509,0.063351148,167.9112956,5.75E-12,25.70949508,2441.786973,2383.356302,59.04573032,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0.1016,4,0,0,256.0712389,1875.636249,148.7424,448.6656,05 - Metals,Steel,"Steel, C-stud metal framing with insulation","Cold-formed steel C-Studs with insulation. User to select steel type, steel section, insulation type, and insulation thickness.",Metal,Cold formed structural steel,[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0.1016,4,0,0,256.0712389,1875.636249,148.7424,448.6656,05 - Metals,Steel,"Steel, C-stud metal framing with insulation","Cold-formed steel C-Studs with insulation. User to select steel type, steel section, insulation type, and insulation thickness.",Metal,Cold formed structural steel,[C2-C4] End of Life,60,0.029040521,0.001469864,6.271896383,1.16E-12,0.575815743,107.7424748,100.6072116,7.099586919,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0.1016,4,0,0,256.0712389,1875.636249,148.7424,448.6656,05 - Metals,Steel,"Steel, C-stud metal framing with insulation","Cold-formed steel C-Studs with insulation. User to select steel type, steel section, insulation type, and insulation thickness.",Metal,Cold formed structural steel,[D] Module D,60,-19.33656337,-0.784878956,-9846.663264,6.97E-05,-273.2805819,-85623.15882,-92044.89573,6343.249016,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0.1016,4,0,0,256.0712389,1875.636249,148.7424,448.6656,05 - Metals,Steel,"Steel, C-stud metal framing with insulation","Cold-formed steel C-Studs with insulation. User to select steel type, steel section, insulation type, and insulation thickness.",Insulation,"Cellulose insulation, boards",[A1-A3] Product,60,124.5530506,48.78454857,-2088.588486,5.90E-08,1737.949543,559497.7915,323197.6343,236300.1572,15245.17143
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0.1016,4,0,0,256.0712389,1875.636249,148.7424,448.6656,05 - Metals,Steel,"Steel, C-stud metal framing with insulation","Cold-formed steel C-Studs with insulation. User to select steel type, steel section, insulation type, and insulation thickness.",Insulation,"Cellulose insulation, boards",[A4] Transportation,60,3.934168939,0.320331542,849.0340873,2.91E-11,129.9986258,12346.75944,12051.30802,298.5614373,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0.1016,4,0,0,256.0712389,1875.636249,148.7424,448.6656,05 - Metals,Steel,"Steel, C-stud metal framing with insulation","Cold-formed steel C-Studs with insulation. User to select steel type, steel section, insulation type, and insulation thickness.",Insulation,"Cellulose insulation, boards",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0.1016,4,0,0,256.0712389,1875.636249,148.7424,448.6656,05 - Metals,Steel,"Steel, C-stud metal framing with insulation","Cold-formed steel C-Studs with insulation. User to select steel type, steel section, insulation type, and insulation thickness.",Insulation,"Cellulose insulation, boards",[C2-C4] End of Life,60,51.37622772,26.67905,7424.398486,1.23E-10,121.3515646,11494.85926,10747.84586,757.6850201,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0.1016,4,0,0,256.0712389,1875.636249,148.7424,448.6656,05 - Metals,Steel,"Steel, C-stud metal framing with insulation","Cold-formed steel C-Studs with insulation. User to select steel type, steel section, insulation type, and insulation thickness.",Insulation,"Cellulose insulation, boards",[D] Module D,60,-1.079358137,-0.045583063,-410.0951115,-4.79E-10,-9.726419372,-7119.495058,-6448.707515,-661.64044,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum","Gypsum board inclusive of taping compounds, topping compounds, and joint compounds. User to specify board type (natural, fire resistant, moisture resistant), foil facing (if any), and finish (if any).",Plaster,"Wall board, gypsum, natural",[A1-A3] Product,30,4.192422143,0.297280843,4649.777286,5.03E-10,103.2860364,75463.59858,72986.25822,2515.453286,19056.46429
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum","Gypsum board inclusive of taping compounds, topping compounds, and joint compounds. User to specify board type (natural, fire resistant, moisture resistant), foil facing (if any), and finish (if any).",Plaster,"Wall board, gypsum, natural",[A4] Transportation,30,0.8292611,0.067520864,178.9630674,6.13E-12,27.40167113,2602.503215,2540.226689,62.93206766,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum","Gypsum board inclusive of taping compounds, topping compounds, and joint compounds. User to specify board type (natural, fire resistant, moisture resistant), foil facing (if any), and finish (if any).",Plaster,"Wall board, gypsum, natural",[B2-B5] Maintenance and Replacement,30,8.890145493,0.561083289,5667.224782,6.63E-10,207.4852586,92434.67586,88961.29223,3525.491629,19056.46429
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum","Gypsum board inclusive of taping compounds, topping compounds, and joint compounds. User to specify board type (natural, fire resistant, moisture resistant), foil facing (if any), and finish (if any).",Plaster,"Wall board, gypsum, natural",[C2-C4] End of Life,30,3.86846225,0.196281582,838.4844286,1.54E-10,76.79755108,14368.57407,13434.80732,947.1062751,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum","Gypsum board inclusive of taping compounds, topping compounds, and joint compounds. User to specify board type (natural, fire resistant, moisture resistant), foil facing (if any), and finish (if any).",Plaster,"Wall board, gypsum, natural",[D] Module D,30,0,0,0,0,0,0,0,0,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum","Gypsum board inclusive of taping compounds, topping compounds, and joint compounds. User to specify board type (natural, fire resistant, moisture resistant), foil facing (if any), and finish (if any).",Coating,"Paint, interior acrylic latex",[A1-A3] Product,7,3.333387854,0.17399552,897.450576,4.91E-10,63.37099985,21575.44446,19487.49822,2087.946238,366.3063575
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum","Gypsum board inclusive of taping compounds, topping compounds, and joint compounds. User to specify board type (natural, fire resistant, moisture resistant), foil facing (if any), and finish (if any).",Coating,"Paint, interior acrylic latex",[A4] Transportation,7,0.059497676,0.004844475,12.84021001,4.40E-13,1.966010178,186.7239331,182.2557282,4.515238686,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum","Gypsum board inclusive of taping compounds, topping compounds, and joint compounds. User to specify board type (natural, fire resistant, moisture resistant), foil facing (if any), and finish (if any).",Coating,"Paint, interior acrylic latex",[B2-B5] Maintenance and Replacement,7,27.73796577,1.460903601,7411.266126,3.95E-09,534.5057972,176306.9071,159423.9995,16885.33522,2930.45086
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum","Gypsum board inclusive of taping compounds, topping compounds, and joint compounds. User to specify board type (natural, fire resistant, moisture resistant), foil facing (if any), and finish (if any).",Coating,"Paint, interior acrylic latex",[C2-C4] End of Life,7,0.074360191,0.003772955,16.11747973,2.96E-12,1.476214621,276.1949936,258.2459821,18.20542597,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0.0127,4,0,0,256.0712389,1875.636249,148.7424,448.6656,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum","Gypsum board inclusive of taping compounds, topping compounds, and joint compounds. User to specify board type (natural, fire resistant, moisture resistant), foil facing (if any), and finish (if any).",Coating,"Paint, interior acrylic latex",[D] Module D,7,0,0,0,0,0,0,0,0,
,,,Construction,,,,Construction Processes,,,,,,,,,30 - Construction ,,,,,,[A5] Construction,,1115.003444,155.5260725,150123,0.006079364,11453.81644,,,,
